id ,admissionno,codeno,studentidno,sadmissionidno,photo,imagesize,aadharno,studentname,gender,16-11-2022,bloodgroup,fathername,fatheroccupation,mothername,motheroccupation,address1,address2,city,pincode,district,state,phone,moblie,religion,cast,nation,currentclass,section,broadof,currentyear,schoolname,schoolbranch,schoolidno,teacheridno,email,passwords,token,sastatus,sssstatusprocess,emailverfied,phoneverified,moblieverified,officename,officebranch,officeidno,datetime,verifiedondate
,14002726,464001,60607894,14002726,,,0,Dawn Oneill,Male,30-11-2017,O+ve,Amber Rodriguez,PUBLIC SECTOR,Kevin Terry,GOVERNMENT,"40983 Deborah Cape Suite 218
Lake Andreamouth, FL 23903","40983 Deborah Cape Suite 218
Lake Andreamouth, FL 23903",Chatra,825401,Chatra ,Jharkhand,7352864434,7275887996,GEN,,INDIAN,3CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,barbara93@example.com,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,08-10-2022 17:21,
,11801637,221001,60206703,11801637,,,0,Kerri Stanley,Male,24-07-2012,O+ve,Dorothy Cook,BUSINESS,Peggy Mcdowell,TEACHING,"19946 Jerry Brook
Port Bobby, CA 30933","19946 Jerry Brook
Port Bobby, CA 30933",Ahmedabad,380007,Ahmedabad,Gujarat,9427701868,8946884128,GEN,,INDIAN,3CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,christian44@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,09-10-2022 17:21,
,10702217,342006,60018851,10702217,,,0,Toni Mitchell,Male,09-05-2015,B+ve,John Ball,DOCTOR,Molly Ruiz,DOCTOR,"62677 Jason Bypass
West Heather, MO 20810","62677 Jason Bypass
West Heather, MO 20810",Hojai,782435,Nagaon,Assam,8403017226,8604106912,ST,,INDIAN,3CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,sanchezanthony@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,10-10-2022 17:21,
,70502842,208019,60603086,70502842,,,0,Randy Flores,Female,03-02-2013,O+ve,Cheryl Hoffman,GOVERNMENT,Cathy Davis,TEACHING,"98000 Jessica Isle
New Lindsey, DE 89935","98000 Jessica Isle
New Lindsey, DE 89935",Bc Road  Gajuwaka,530026,Visakhapatnam,Andhra Pradesh,9885275824,9693216721,GEN,,INDIAN,3CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,uhull@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,11-10-2022 17:21,
,17433116,800001,60127729,17433116,,,0,Kenneth Hill,Male,21-02-2020,O+ve,Erica Miller,GOVERNMENT,Stacy Leon,BUSINESS,"171 Norman Mission Apt. 074
East Scott, LA 15594","171 Norman Mission Apt. 074
East Scott, LA 15594",Chinchwad,411033,Pune,Maharashtra,8975826292,9825801262,GEN,,INDIAN,3CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,aspencer@example.com,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,12-10-2022 17:21,
,14103533,360370,60031662,14103533,,,0,Jeremy Harmon,Male,16-06-2019,O+ve,Jocelyn Howell MD,GOVERNMENT,Tina Boyer,OTHER,"518 Reyes Lakes
Harrellland, NH 73438","518 Reyes Lakes
Harrellland, NH 73438",Ramgarh,829122,Ramgarh,Jharkhand,8935882261,9570100247,GEN,,INDIAN,3CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,shanescott@example.net,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,13-10-2022 17:21,
,14102435,834004,60800091,14102435,,,0,Tanya Gibson,Male,22-01-2013,O+ve,Kathryn Gross,BUSINESS,Kirsten Ferguson,OTHER,"021 Barbara Mill Suite 654
West Joanna, KS 09928","021 Barbara Mill Suite 654
West Joanna, KS 09928",Ranchi,834001,Ranchi,Jharkhand,9973352013,9246622166,GEN,,INDIAN,3CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,kimberlyhamilton@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,14-10-2022 17:21,
,19704634,521104,60671925,19704634,,,0,Sean Rollins,Female,23-10-2017,A+ve,Dr. Steven Miller,ENGINEERING,William Maddox,OTHER,"0321 Raymond Mills
Vanessafurt, NM 74636","0321 Raymond Mills
Vanessafurt, NM 74636",Tehsil Pokaran,345023,Jaisalmer,Rajasthan,9799500383,9803820110,GEN,,INDIAN,3CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,jesusbrown@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,15-10-2022 17:21,
,20104186,151202,60345257,20104186,,,0,Robert Pruitt,Male,17-12-2010,B+ve,Ashley Cummings,PRIVATE SERVICE,Daniel Brooks,OTHER,"4836 Robertson Ford
Williambury, DC 46181","4836 Robertson Ford
Williambury, DC 46181",Hosur,635109,Krishnagiri,Tamil Nadu,9047012051,9446456522,GEN,,INDIAN,3CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,christopher26@example.com,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,16-10-2022 17:21,
,19802407,673104,60551031,19802407,,,0,Nicole Peters,Male,12-03-2019,B+ve,Mandy Anderson,PRIVATE SERVICE,Wanda Reilly,OTHER,"2586 Forbes Mills Apt. 751
Ramostown, KY 44327","2586 Forbes Mills Apt. 751
Ramostown, KY 44327",Dubey Chapra,277205,Ballia,Uttar Pradesh,7297917989,9690244334,GEN,,INDIAN,3CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,loneill@example.net,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,17-10-2022 17:21,
,80401468,202125,60200323,80401468,,,0,Edward Young,Male,04-11-2015,AB+ve,Heather Cooper,TEACHING,Tiffany Cabrera,TEACHING,"5953 Diaz Lights Apt. 413
Amandaside, MS 21696","5953 Diaz Lights Apt. 413
Amandaside, MS 21696",Hyderabad,500072,Rangareddy,Telangana,9948024816,9935682643,GEN,,INDIAN,3CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,marissamason@example.net,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,18-10-2022 17:21,
,12903454,210427,60956047,12903454,,,0,Chelsea Williams,Female,28-01-2011,O+ve,William Jackson,BUSINESS,Kelly Murphy,OTHER,"660 Holmes Parkways Suite 083
Martinport, ME 52996","660 Holmes Parkways Suite 083
Martinport, ME 52996",Punhana,122508,Mewat,Haryana,9728574101,9414823284,GEN,,INDIAN,3CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,ashleymcclure@example.net,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,19-10-2022 17:21,
,81500069,303503,60173520,81500069,,,0,Stephanie Martin,Male,24-09-2010,B+ve,Aaron Berry,BUSINESS,Jennifer King,BUSINESS,"4955 Amber Burgs Apt. 521
West Douglastown, VA 23104","4955 Amber Burgs Apt. 521
West Douglastown, VA 23104",Moradabad,244001,Moradabad,Uttar Pradesh,9917654173,8574349606,GEN,,INDIAN,3CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,santiagowesley@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,20-10-2022 17:21,
,10907943,274304,60546889,10907943,,,0,Dawn Wong,Male,20-03-2013,B+ve,Brian Lane,GOVERNMENT,Christine Martinez,GOVERNMENT,"USNS Villarreal
FPO AP 47441","USNS Villarreal
FPO AP 47441",Patna,800016,Patna,Bihar,8434475962,9989230440,GEN,,INDIAN,3CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,fnavarro@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,21-10-2022 17:21,
,14113703,500090,60286989,14113703,,,0,Charles Martinez,Male,02-09-2013,A+ve,Tammy Galvan,GOVERNMENT,Amber Anderson,GOVERNMENT,"551 Leonard Point
East Matthewburgh, KY 89129","551 Leonard Point
East Matthewburgh, KY 89129",Pithoria,834006,Ranchi,Jharkhand,8863866473,9784503902,GEN,,INDIAN,3CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,matthewbuchanan@example.net,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,22-10-2022 17:21,
,20600424,341001,60771650,20600424,,,0,Gloria Johnston,Male,05-10-2020,O+ve,Brian Jimenez,BUSINESS,Brittany Carr,OTHER,"05521 Cooper Circle
Port Christina, LA 22457","05521 Cooper Circle
Port Christina, LA 22457",Thimmapoor,505527,Karimnagar,Telangana,9949727369,9938550036,OBC,,INDIAN,3CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,pchen@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,23-10-2022 17:21,
,11601768,767026,60930730,11601768,,,0,Savannah Perez,Male,30-08-2017,B+ve,Lawrence Mendoza,GOVERNMENT,Kimberly Chapman,OTHER,"PSC 1117, Box 2615
APO AP 38950","PSC 1117, Box 2615
APO AP 38950",Meerut,250001,Meerut,Uttar Pradesh,9719867415,8894004442,OBC,,INDIAN,4CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,nrobinson@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,24-10-2022 17:21,
,11634724,175131,60863637,11634724,,,0,Noah Gibbs Jr.,Male,10-04-2017,AB+ve,Edward Smith,TEACHING,Sandra Solis,TEACHING,"Unit 2004 Box 1986
DPO AE 92310","Unit 2004 Box 1986
DPO AE 92310",Ghaziabad,201009,Ghaziabad,Uttar Pradesh,8800105898,9961486839,OBC,,INDIAN,4CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,juliebailey@example.net,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,25-10-2022 17:21,
,15208809,686726,60917139,15208809,,,0,Patrick Morse,Male,13-10-2014,A+ve,Sherry Trevino,GOVERNMENT,Sarah Harris,OTHER,"410 Ramirez Ways
Adamton, SD 48676","410 Ramirez Ways
Adamton, SD 48676",Itarsi,461111,Hoshangabad,Madhya Pradesh,8964840025,9490277855,OBC,,INDIAN,4CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,ycunningham@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,26-10-2022 17:21,
,22320289,517129,60916183,22320289,,,0,Sharon Sullivan,Male,23-06-2010,B+ve,Christopher Krause,BUSINESS,Chad Thompson,OTHER,"373 Meyer Parks Suite 700
West Christineshire, ND 05560","373 Meyer Parks Suite 700
West Christineshire, ND 05560",City,700074,Twenty Four Parganas,West Bengal,9836549449,8803752364,GEN,,INDIAN,4CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,myang@example.net,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,27-10-2022 17:21,
,11658571,184102,60216929,11658571,,,0,Anna Brady,Male,22-04-2012,O+ve,Shawn Fuentes,GOVERNMENT,Jorge Williams,TEACHING,"742 David Branch
North Shannonport, ND 50404","742 David Branch
North Shannonport, ND 50404",Ghaziabad,201009,Ghaziabad,Uttar Pradesh,9999536306,8239215975,GEN,,INDIAN,4CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,jillroberts@example.net,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,28-10-2022 17:21,
,19302892,324005,60183077,19302892,,,0,Donna Leblanc,Male,25-08-2021,A-ve,Brianna Green,BUSINESS,Alex Owens,OTHER,"39686 Seth Pass
Wallaceburgh, NY 46732","39686 Seth Pass
Wallaceburgh, NY 46732",Kalanwali,125201,Sirsa,Haryana,9467290870,8292702242,GEN,,INDIAN,4CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,april95@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,29-10-2022 17:21,
,11130361,804402,60155936,11130361,,,0,Timothy Lucas,Male,20-05-2022,O+ve,Larry Cunningham,DOCTOR,Brian Harrington,OTHER,"60119 Ramos Trace
West Hannah, CT 98401","60119 Ramos Trace
West Hannah, CT 98401",Chandrabhan Patti,802215,Rohtas,Bihar,9155468202,9598861868,OBC,,INDIAN,4CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,kimberlyhenderson@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,30-10-2022 17:21,
,19001896,241301,61193536,19001896,,,0,David Wilkins,Female,25-03-2010,O+ve,Ruth Lee,ADVOCATE,Eric Hayes,OTHER,"4705 Allison Mountains
Sarahbury, ND 94360","4705 Allison Mountains
Sarahbury, ND 94360",Burlla,768020,Sambalpur,Odisha,9437781232,9918273295,OBC,,INDIAN,4CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,garnercindy@example.com,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,31-10-2022 17:21,
,22010314,224149,60421228,22010314,,,0,James Gomez,Female,15-08-2011,B+ve,Rachel Noble,BUSINESS,Michelle Warner,OTHER,"2640 Laurie Mount Suite 508
Phillipsfort, LA 63043","2640 Laurie Mount Suite 508
Phillipsfort, LA 63043",Village,221004,Varanasi,Uttar Pradesh,9336089065,9125988458,OBC,,INDIAN,4CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,hcasey@example.com,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,01-11-2022 17:21,
,17009818,226012,60337716,17009818,,,0,Sarah Simon,Male,26-12-2015,A+ve,Robert Duncan,BUSINESS,Steven Douglas,OTHER,"290 Lynch Trafficway
New Alanberg, AK 99643","290 Lynch Trafficway
New Alanberg, AK 99643",Aurangabad,431001,Aurangabad,Maharashtra,9422383106,9948574005,GEN,,INDIAN,4CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,levi38@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,02-11-2022 17:21,
,15300347,503224,60149916,15300347,,,0,Mrs. Elizabeth Carter MD,Male,28-10-2018,B+ve,Sara Gibbs,BUSINESS,Donald Floyd,OTHER,"5241 William Falls Apt. 756
East Gregory, NC 27115","5241 William Falls Apt. 756
East Gregory, NC 27115",Badamalehra,471311,Chhatarpur,Madhya Pradesh,8827867035,9602960783,GEN,,INDIAN,4CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,carol80@example.net,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,03-11-2022 17:21,
,82400276,342001,60632457,82400276,,,0,Katherine Harrison,Male,29-12-2012,O+ve,Susan Lowery,ENGINEERING,Nicholas Moore,DOCTOR,"514 Clifford Prairie Apt. 292
Andersonborough, VT 19171","514 Clifford Prairie Apt. 292
Andersonborough, VT 19171",Siliguri,734001,Darjeeling,West Bengal,9609288465,7665967592,GEN,,INDIAN,4CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,ruthbrown@example.net,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,04-11-2022 17:21,
,13302731,301026,60091818,13302731,,,0,Rachel Long,Male,23-08-2020,O+ve,Faith Snow,ENGINEERING,Mr. Matthew Rodriguez MD,OTHER,"USNV Blankenship
FPO AP 78526","USNV Blankenship
FPO AP 78526",City,147002,Patiala,Punjab,9417294964,8981167665,GEN,,INDIAN,4CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,westvincent@example.net,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,05-11-2022 17:21,
,80800085,700015,60080581,80800085,,,0,James Roth,Male,17-09-2018,A+ve,David Davis,GOVERNMENT,Kimberly Collins MD,OTHER,"085 Margaret Passage Apt. 625
Johnsonside, MS 57218","085 Margaret Passage Apt. 625
Johnsonside, MS 57218",Paonta Sahib,173025,Sirmour,Himachal Pradesh,9805967744,9912021124,OBC,,INDIAN,4CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,amcdonald@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,06-11-2022 17:21,
,13802051,521137,60164014,13802051,,,0,Matthew Owens,Male,30-06-2016,B+ve,Stephen Mills,TEACHING,Karen Carpenter,GOVERNMENT,"3380 Peter Spur Suite 069
East Mariahaven, PA 73809","3380 Peter Spur Suite 069
East Mariahaven, PA 73809",Partand,829301,Bokaro,Jharkhand,7050604224,7567485677,GEN,,INDIAN,4CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,williamsgloria@example.com,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,07-11-2022 17:21,
,21816042,380021,60156527,21816042,,,0,Tina Downs,Male,15-04-2020,B+ve,Damon Taylor,BUSINESS,Jeremy Swanson,OTHER,"85903 Kim Bypass
Williamsside, PA 73852","85903 Kim Bypass
Williamsside, PA 73852",Khakhreru ,212656,Fatehpur,Uttar Pradesh,8564038695,9982884873,GEN,,INDIAN,4CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,gdavis@example.net,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,08-11-2022 17:21,
,19000496,303108,60750371,19000496,,,0,Natalie Miller,Male,23-08-2022,B+ve,Jacob Davis,GOVERNMENT,Margaret Reed,OTHER,"686 York Inlet
Tranfort, WI 60967","686 York Inlet
Tranfort, WI 60967",Jharsuguda,768217,Jharsuguda,Odisha,7064324728,8469142158,OBC,,INDIAN,4CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,kyle70@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,09-11-2022 17:21,
,10905827,364270,60857498,10905827,,,0,Emily Clark,Male,09-09-2012,O+ve,Olivia Moran,AGRICULTURE,Lauren Campbell,OTHER,"20773 White Route
Nelsonport, NV 86418","20773 White Route
Nelsonport, NV 86418",Patna,800002,Patna,Bihar,9504082173,9165181249,GEN,,INDIAN,4CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,ericksontammy@example.net,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,10-11-2022 17:21,
,21201505,452001,60589474,21201505,,,0,Frank Lee,Female,19-04-2020,O+ve,Shannon Gonzalez,GOVERNMENT,Christopher Salazar,OTHER,"043 Jeffrey Burg Suite 417
North Joshua, IN 79961","043 Jeffrey Burg Suite 417
North Joshua, IN 79961",Roorkee ,247667,Haridwar,Uttarakhand,8439563497,9495405112,SC,,INDIAN,4CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,jenna88@example.net,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,11-11-2022 17:21,
,19615717,695043,60439829,19615717,,,0,Elizabeth Camacho,Male,18-05-2022,A+ve,Misty Davis,BUSINESS,Kristen King,GOVERNMENT,"2940 Brittany Shoals Apt. 344
Ryanland, DC 87470","2940 Brittany Shoals Apt. 344
Ryanland, DC 87470",Waidhan,486886,Singrauli,Madhya Pradesh,7806044930,8547068402,OBC,,INDIAN,4CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,cassandra85@example.com,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,12-11-2022 17:21,
,17101763,683587,60001490,17101763,,,0,Carlos Cantu,Male,09-09-2022,B+ve,Shannon Doyle,ENGINEERING,Brent Woodard,OTHER,"48038 Sheila Walk
Josephfurt, GA 02322","48038 Sheila Walk
Josephfurt, GA 02322",Mumbai,400103,Mumbai,Maharashtra,9664492211,9446525648,GEN,,INDIAN,5CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,davismelissa@example.com,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,13-11-2022 17:21,
,13404510,686563,61097909,13404510,,,0,Kellie Barker,Male,31-08-2011,A+ve,Christian Kelly,BUSINESS,Jessica Smith,OTHER,"7838 Sheila Well
Johnberg, KS 72720","7838 Sheila Well
Johnberg, KS 72720",Teh Ghumarwin,174028,Bilaspur,Himachal Pradesh,9882354939,9704448990,GEN,,INDIAN,5CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,janethill@example.com,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,14-11-2022 17:21,
,15603276,506101,60671157,15603276,,,0,Timothy Miller,Male,10-02-2016,B+ve,Jacob Adams,BUSINESS,Austin Weber,TEACHING,"68408 Ashley Mountain Suite 164
North Trevor, WY 92056","68408 Ashley Mountain Suite 164
North Trevor, WY 92056",Gwalior,474012,Gwalior,Madhya Pradesh,9685339261,9797898183,OBC,,INDIAN,5CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,briankelly@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,15-11-2022 17:21,
,21888059,192123,60987223,21888059,,,0,Katherine Bryant,Female,24-10-2018,AB+ve,Allison Yang,BUSINESS,Lisa Lutz,OTHER,"PSC 7780, Box 9002
APO AE 23883","PSC 7780, Box 9002
APO AE 23883",Kanpur,208017,Kanpur,Uttar Pradesh,9044151294,9424085547,GEN,,INDIAN,5CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,cgarcia@example.com,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,16-11-2022 17:21,
,20426932,454221,60831127,20426932,,,0,Charles Vasquez,Male,01-07-2011,AB+ve,Mrs. Tina Gonzalez,BUSINESS,Michael Franklin,OTHER,"57250 Jonathan Drive Apt. 620
Robertsberg, UT 38449","57250 Jonathan Drive Apt. 620
Robertsberg, UT 38449",Tekuipalli,507002,Khammam,Telangana,9866798919,7620452824,GEN,,INDIAN,5CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,antoniososa@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,17-11-2022 17:21,
,19621183,424002,60824302,19621183,,,0,Christy Nolan,Male,05-05-2011,B+ve,Melissa Johnson,GOVERNMENT,Michael Stanton,OTHER,"5459 Bright Burgs
Chaseberg, CT 94484","5459 Bright Burgs
Chaseberg, CT 94484",Bhukha,322028,Sawai Madhopur,Rajasthan,8696753205,8822108923,GEN,,INDIAN,5CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,aaronaustin@example.net,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,18-11-2022 17:21,
,12612123,783331,60481638,12612123,,,0,Michael Griffin,Female,13-03-2022,O+ve,Jacob Miller,GOVERNMENT,Andrea Jones,OTHER,"USNS Young
FPO AP 53494","USNS Young
FPO AP 53494",Surat,395009,Surat,Gujarat,9824119366,9672524667,GEN,,INDIAN,5CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,joseph50@example.com,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,19-11-2022 17:21,
,21406299,341509,60722499,21406299,,,0,Melinda Branch,Male,05-10-2014,A+ve,Emily Anderson,PRIVATE SERVICE,Jason Douglas,GOVERNMENT,"3386 Juarez Hills Apt. 747
Mcguirefort, NM 82133","3386 Juarez Hills Apt. 747
Mcguirefort, NM 82133",Pure Shuklan,230132,Pratapgarh,Uttar Pradesh,8808331778,9158995355,GEN,,INDIAN,5CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,nancy63@example.net,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,20-11-2022 17:21,
,10308899,425508,60640336,10308899,,,0,Christopher Martin,Female,18-08-2015,O+ve,Jasmine Delacruz,ENGINEERING,Douglas Escobar,OTHER,"8094 Eaton Gardens
Port Chrisshire, SD 08894","8094 Eaton Gardens
Port Chrisshire, SD 08894",K Pulakunta ,515551,Ananthapur,Andhra Pradesh,9912738442,7277789027,GEN,,INDIAN,5CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,igarcia@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,21-11-2022 17:21,
